id,name,sex,height,weight,team
63890,"Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)",F,178,60,Soviet Union
63891,Volodymyr Kravets,M,163,60,Ukraine
63892,Igor Aleksandrovich Kravtsov,M,192,105,Russia
63893,Sergey Mikhaylovich Kravtsov,M,172,75,Soviet Union
63894,Serhiy Tarasovych Kravtsov,M,168,74,Soviet Union
63895,Vladimir Nikolayevich Kravtsov,M,174,86,Soviet Union
63896,Olga Pavlovna Kravtsova,F,164,54,Belarus
63897,Lucyna Krawcewicz,F,165,65,Poland
63898,Grzegorz Krawcw,M,187,90,Poland
63899,Elbieta Anna Krawczuk (-Tryliska),F,177,57,Poland
63900,ukasz Krawczuk,M,184,75,Poland
63901,Henry Krawczyk,M,178,77,United States
63902,Jacek Tomasz Krawczyk,M,186,64,Poland
63903,Jerzy Krawczyk,M,173,62,Poland
63904,Katarzyna Krawczyk,F,158,53,Poland
63905,Krzysztof Piotr Krawczyk,M,186,76,Poland
63906,Marek Wojciech Krawczyk,M,185,78,Poland
63907,Robert Krawczyk,M,181,81,Poland
63908,Walter Krawec,M,190,90,Canada
63909,Aleksandar Kraychev,M,181,105,Bulgaria
63910,Tatyana Aleksandrovna Kraynova (-Romashkan),F,185,69,Soviet Union
63911,Andrey Sergeyevich Kraytor,M,178,91,Russia
63912,Lenny Krayzelburg,M,187,87,United States
63913,Pemysl Krbec,M,167,70,Czechoslovakia
63914,Daniel Krm,M,182,72,Slovakia
63915,Michal Krm,M,176,69,Czech Republic
63916,Gabriela Krmov,F,154,50,Czech Republic
63917,Sejad Krdali,M,187,96,Yugoslavia
63918,Kallinikos Kreangka,M,169,62,Greece
63919,Adrienne Krebitz,F,168,60,Austria
63920,Carl Immanuel Krebs,M,,,Denmark
63921,Ernst Krebs,M,,,Switzerland
63922,Ernst Krebs,M,,,Germany
63923,Richard Krebs,M,,,Germany
63924,Sndor Krebs,M,186,93,Hungary
63925,Torsten Krebs,M,180,80,Germany
63926,Roman Sergeyevich Krech,M,180,78,Kazakhstan
63927,"Joseph ""Menn"" Krecke",M,174,74,Luxembourg
63928,Vclav Krecl,M,,,Czechoslovakia
63929,Maciej Kreczmer,M,177,71,Poland
63930,Bernard Ryszard Krczyski,M,185,78,Poland
63931,"Craig ""Chi"" Kredell",M,187,88,United States
63932,"Hendrik Christoffel ""Henk"" Krediet",M,183,78,Netherlands
63933,Adam Kreek,M,193,91,Canada
63934,Kaido Kreen,M,193,88,Estonia
63935,Galina Sergeyevna Kreft-Alekseyeva,F,168,68,Soviet Union
63936,Kristian August Krefting,M,,,Norway
63937,James R. Kreglo,M,178,73,United States Virgin Islands
63938,Elvir Krehmi,M,198,83,Bosnia and Herzegovina
63939,Christian Kreienbhl,M,186,68,Switzerland
63940,Christoph Kreienbhl,M,186,80,Switzerland
63941,Nicole Kreil,F,172,59,Austria
63942,David Kreiner,M,172,60,Austria
63943,Kathy Kreiner (-Phillips),F,173,59,Canada
63944,"Kimberly A. ""Kim"" Kreiner",F,175,78,United States
63945,"Lauren Margaret ""Laurie"" Kreiner (-Vaillancourt)",F,168,57,Canada
63946,Marion Kreiner,F,170,61,Austria
63947,Stefan Kreiner,M,,,Austria
63948,Harold Kreis,M,180,83,West Germany
63949,"Hans-Jrgen ""Hansi"" Kreische",M,185,73,East Germany
63950,Franz Kreisel,M,,,Germany
63951,Wolfgang Kreiig,M,197,82,Germany
63952,Jan Kreisinger,M,186,70,Czech Republic
63953,"Wilhelm ""Willy"" Kreitz",M,,,Belgium
63954,Brock Kreitzburg,M,183,98,United States-1
63955,Jannick Green Krejberg,M,195,95,Denmark
63956,Cyril Krej,M,198,91,Czechoslovakia
63957,David Kreji,M,183,80,Czech Republic
63958,Josef Krejci,M,,,Austria
63959,Luk Kreji,M,184,79,Slovakia
63960,Richard Krej,M,186,88,Czechoslovakia
63961,Hana Krejov,F,178,72,Czechoslovakia
63962,Grzegorz Krejner,M,189,96,Poland
63963,Jan Jozef Alfons Franciscus Krekels,M,179,73,Netherlands
63964,Joko Krekovi,M,,,Croatia
63965,Anne Kremer,F,165,55,Luxembourg
63966,Jean-Claude Kremer,M,174,74,Luxembourg
63967,"Jean-Pierre ""Jim"" Kremer",M,,,Luxembourg
63968,Mitzi Patricia Kremer (-Tighe),F,178,68,United States
63969,Ren Kremer,M,,,Luxembourg
63970,Victor Kremer,M,170,70,Luxembourg
63971,Wolfgang Kremer,M,182,83,Germany
63972,Iris Kremer-Roseneck,F,,,Luxembourg
63973,Walter Kremershof,M,,,Germany
63974,Erich Krempel,M,,,Germany
63975,"Friedrich ""Fritz"" Krempel",M,,,Germany
63976,Paul William Krempel,M,,,United States
63977,Pter Krempels,M,,,Hungary
63978,Valentin Krempl,M,,,Germany-2
63979,Peter Kremtz,M,188,87,East Germany
63980,Milan Ken,M,179,74,Czechoslovakia
63981,Karl Krenauer,M,181,76,Austria
63982,Harald Krenchel,M,,,Denmark
63983,Zoltn Krenick,M,,,Czechoslovakia
63984,Anton Krenn,M,,,Austria
63985,Heinz Krenn,M,,,Austria-2
63986,Torsten Krentz,M,191,90,East Germany
63987,Eric Christian William Krenz,M,185,95,United States
63988,Josef Kepela,M,,,Czechoslovakia
63989,Jindich Krepindl,M,185,87,Czechoslovakia
63990,Istvn Krepuska,M,,,Hungary
63991,Dorothea Kre,F,,,Germany
63992,Nataliya Mikhaylovna Kresova-Rusakova,F,177,70,Russia
63993,Kazimierz Kresowiak,M,,,Poland
63994,Marina Kress,F,195,84,Belarus
63995,Giuseppe Kressevich,M,180,70,Italy
63996,Craig Ross Kressler,M,181,68,United States
63997,Rbert Kresanko,M,182,99,Slovakia
63998,Peter Kretauer,M,176,76,Austria
63999,Kelly Kretschman,F,165,66,United States
64000,"Beatriz ""Betty"" Kretschmer Ries de Buccicardi",F,168,60,Chile
64001,Horst-Peter Kretschmer,M,181,86,West Germany
64002,Jrgen Kretschmer,M,173,68,East Germany-2
64003,Peter Kretschmer,M,175,70,Germany
64004,Amlie Kretz,F,168,53,Canada
64005,Jean-Marie Kretz,M,175,100,France
64006,Stefan Kretzschmar,M,190,95,Germany
64007,"Waltraud Kretzschmar (Hermann-, -Czelake)",F,168,73,East Germany
64008,Lena Kreundl,F,174,69,Austria
64009,Karl Kreutzberg,M,,,Germany
64010,Daniel Kreutzer,M,176,87,Germany
64011,Daniel Adelhard Kreutzfeldt,M,192,70,Denmark
64012,Hansli Kreuzer,M,178,74,Switzerland
64013,Hermann Kreuzer,M,,,Frankfurt Club
64014,Oskar Kreuzer,M,,,Germany
64015,Roman Kreuziger,M,183,67,Czech Republic
64016,Tobias Kreuzmann,M,195,90,Germany
64017,Ivan Krevs,M,177,63,Yugoslavia
64018,Yuliya Yurivna Krevsun (Hurtovenko-),F,170,58,Ukraine
64019,Vitold Anatolyevich Kreyer,M,180,70,Soviet Union
64020,Janusz Adam Krelok,M,177,72,Poland
64021,Max Kricheldorf,M,,,Germany
64022,Frank Joseph Krick,M,175,59,United States
64023,Peter Krick,M,180,69,West Germany
64024,Jaroslav Kika,M,,,Czechoslovakia
64025,"Dietrich ""Dieter"" Krickow",M,174,73,Germany
64026,"Josef ""Sepp"" Kriechbaum",M,,,Austria
64027,Steffen Kriechbaum,M,178,68,Austria
64028,Thomas Krief,M,183,75,France
64029,Lothar Michael Krieg,M,180,73,West Germany
64030,Nathalie Krieg (-Villard),F,,,Switzerland
64031,Jan Kriege,M,,,Netherlands
64032,"Alexandra Blaire ""Ali"" Krieger",F,168,63,United States
64033,Byron Lester Krieger,M,174,73,United States
64034,Eric Krieger,M,196,114,Austria
64035,Helmut Krieger,M,196,140,Poland
64036,Vitor Augusto Krieger,M,,,Brazil
64037,Steffi Kriegerstein,F,178,70,Germany
64038,Anton Kriel,M,185,80,South Africa
64039,Marianne Kriel,F,,,South Africa
64040,Franz Krienbhl,M,180,70,Switzerland
64041,Annette Krier,F,,,Luxembourg
64042,Michael Krieter,M,191,91,Germany
64043,Evita Krievne,F,167,58,Latvia
64044,Alberts Krievs,M,,,Latvia
64045,"Anders Wilhelm ""William"" Krigsman (-Kreigsman)",M,179,81,Sweden
64046,"Cornelis ""Kees"" Krijgh",M,,,Netherlands
64047,Anton Krijgsman,M,,,Netherlands
64048,Jaap Friso Krijtenburg,M,191,88,Netherlands
64049,Aigars Krikis,M,178,73,Soviet Union
64050,Anatoli Krikun,M,190,87,Soviet Union
64051,Gerhard Krimbacher,M,172,72,Austria
64052,Khadija Al-Krimi,F,171,57,Tunisia
64053,Sebastian Krimmer,M,174,67,Germany
64054,Gril Kringen,F,153,53,Norway
64055,Doresia Krings,F,160,55,Austria
64056,Heidi Krings,F,168,50,Austria
64057,Marcela Krinke-Susmelj,F,175,54,Switzerland
64058,Justin Kripps,M,183,100,Canada-2
64059,Guillermo Grigorio Krips,M,,,Netherlands Antilles
64060,Friedrich Krischan,M,,,Austria
64061,Roy Krishna,M,170,70,Fiji
64062,Ganapathi Krishnan,M,,,India
64063,Rajeev Bala Krishnan,M,,,India
64064,Ramesh Krishnan,M,170,63,India
64065,Tambusamy Krishnan,M,180,67,Malaysia
64066,V. Krishnasamy,M,,,Malaysia
64067,Dimants Krijnis,M,192,94,Soviet Union
64068,Dzintars Krijnis,M,193,96,Soviet Union
64069,Gnter Krispel,M,,,Austria-1
64070,Hryhoriy Yakovych Kriss,M,175,71,Soviet Union
64071,Samaisuk Krissanasuwan,M,175,67,Thailand
64072,Pter Kristly,M,182,84,Hungary
64073,Marijan Kristan,M,,,Yugoslavia
64074,Robert Kristan,M,183,83,Slovenia
64075,Boris Kristani,M,176,72,Yugoslavia
64076,Axel Aage Kristensen,M,,,Denmark
64077,Berit Hudtloff Kristensen,F,172,69,Denmark
64078,Christian Kjeld Kristensen,M,,,Denmark
64079,Dorrit Gosmer Kristensen (-Nrbge),F,171,70,Denmark
64080,Eivin Kristensen,M,,,Denmark
64081,Svend Harry Ejnar Erhard Kristensen,M,,,Denmark
64082,Kristen Nygaard Kristensen,M,182,76,Denmark
64083,Lennie Lange Kristensen,M,183,70,Denmark
64084,Niels Kristensen,M,,,Denmark
64085,Edvard Preben Lundgren Kristensen,M,,,Denmark
64086,Hans Thor Juul Kristensen,M,186,72,Denmark
64087,Tommy Kristensen (-Bjrn),M,181,71,Denmark
64088,Einar Kristinn Kristgeirsson,M,185,94,Iceland
64089,Arnfinn Kristiansen,M,181,92,Norway
64090,Arthur Kristiansen,M,,,Norway
64091,Beate Kristiansen,F,177,66,Norway
64092,Egil Kristiansen,M,177,72,Norway
64093,Elin Synnve Kristiansen,F,175,67,Norway
64094,Erik Kristiansen,M,183,87,Norway
64095,Erling Kristiansen,M,,,Norway
64096,Ole Flemming Kristiansen,M,,,Denmark
64097,Gro Marit Istad Kristiansen,F,175,65,Norway
64098,Gustav Adolf Kristiansen,M,,,Norway
64099,Ingolf Kristiansen,M,183,78,Norway
64100,Ingrid Kristiansen (Christensen-),F,169,50,Norway
64101,Jan Harald Kristiansen,M,,,Norway
64102,Jesper Thusgrd Kristiansen (-Bjrn),M,,,Denmark
64103,Kristine Kristiansen,F,169,70,Norway
64104,Lena Frier Kristiansen,F,170,65,Denmark
64105,Per-Arne Kristiansen,M,184,87,Norway
64106,Stig Kristiansen,M,188,76,Norway
64107,Tonje Kristiansen (-Edland),F,167,64,Norway
64108,Truls Martin Kristiansen,M,180,83,Norway
64109,Veronica Egebakken Kristiansen,F,175,68,Norway
64110,Arne Patrik Kristiansson (-Klft),M,192,85,Sweden
64111,Margit Kristijan,F,,,Yugoslavia
64112,Dagn Linda Kristjnsdttir,F,161,63,Iceland
64113,Gurn H. Kristjnsdttir,F,,,Iceland
64114,Kolbrn r Kristjnsdttir,F,174,64,Iceland
64115,Broddi Kristjnsson,M,184,79,Iceland
64116,Einar Valur Kristjnsson,M,,,Iceland
64117,Jn Kristjnsson,M,,,Iceland
64118,Kri Kristjn Kristjnsson,M,192,115,Iceland
64119,Logi Jes Kristjnsson,M,,,Iceland
64120,Matthas Kristjnsson,M,,,Iceland
64121,Stefn Kristjnsson,M,,,Iceland
64122,Alan Kristmanson,M,200,88,Canada
64123,Katalin Kristo,F,160,54,Romania
64124,Alexander Kristoff,M,180,72,Norway
64125,"Lawrence Dean ""Larry"" Kristoff",M,186,107,United States
64126,Henrik Kristoffersen,M,179,,Norway
64127,Marthe Kristoffersen,F,165,,Norway
64128,Thorleif Asbjrn Kristoffersen,M,,,Sildra-1
64129,Trygve Sten Kristoffersen (-Karp),M,,,Norway
64130,Willy Kristoffersen,M,170,65,Denmark
64131,Herman Kristoffersson,M,,,Sweden
64132,Claudia Kristofics-Binder,F,170,50,Austria
64133,Zsolt Kriston,M,185,76,Hungary
64134,Garda Krisztina,F,170,76,Hungary
64135,Aristidis Kritikos,M,,,Greece
64136,Jaroslava Ktkov-Komrkov,F,172,78,Czechoslovakia
64137,Alvin Kritschmann,M,,,United States
64138,"Arnold Paul ""Arn"" Kritsky",M,170,84.5,United States
64139,Kanokwan Krittakom,F,161,50,Thailand
64140,Boris Kriunov,M,180,75,Soviet Union
64141,Tom Kivnek,M,180,73,Czechoslovakia
64142,Aleksandr Krivchinkov,M,177,63,Russia
64143,Rick Michael Krivda,M,185,84,United States
64144,Gnter Krivec,M,175,67,Germany
64145,Svetlana Vladimirovna Krivelyova,F,184,94,Unified Team
64146,Aleksey Ivanovich Kriventsov,M,,,Belarus
64147,Pavel Eduardovich Krivitsky,M,184,115,Belarus
64148,Milorad Krivokapi,M,187,85,Yugoslavia
64149,Radivoj Krivokapi,M,192,95,Yugoslavia
64150,Sergey Vladimirovich Krivokrasov,M,180,84,Russia
64151,Mikhail Petrovich Krivonosov,M,189,90,Soviet Union
64152,Antonina Vladimirovna Krivoshapka,F,168,59,Russia
64153,Yelena Anatolyevna Krivoshey,F,172,45,Russia
64154,Andrey Krivosheyev,M,178,79,Russia
64155,Olga Yuryevna Krivosheyeva,F,180,71,Soviet Union
64156,Denis Ivanovich Krivoshlykov,M,180,85,Russia
64157,Andrey Anatolyevich Krivov,M,185,72,Russia
64158,Dmytro Ivanovych Krivtsov,M,180,74,Ukraine
64159,Vladimir Krivtsov,M,192,81,Soviet Union
64160,Yuriy Ivanovych Krivtsov,M,178,72,Ukraine
64161,Denis Krivushkin,M,182,78,Kazakhstan
64162,Antonn K,M,181,75,Czechoslovakia
64163,Antonn K,M,179,64,Czechoslovakia
64164,Claudia Kriz,F,156,52,West Germany
64165,Frank Josef Kriz,M,,,United States
64166,Frantiek K,M,,,Bohemia
64167,Gnther Kriz,M,178,72,Austria
64168,Jaroslav K,M,173,68,Czechoslovakia
64169,Josef K,M,,,Czechoslovakia
64170,Ladislav K,M,183,74,Czechoslovakia
64171,Andrej Kriaj,M,180,84,Slovenia
64172,Bojan Kriaj,M,170,68,Yugoslavia
64173,Gabriel Krian,M,162,57,Slovakia
64174,Karol Krian,M,178,84,Slovakia
64175,Tina Krian,F,174,67,Slovenia
64176,Konstantin Stanislavovich Krizhevsky,M,,,Soviet Union
64177,ubo Kriko,M,186,75,Slovakia
64178,Tomislav Krizmani,M,,,Yugoslavia
64179,Jnos Krizmanich (Korponai),M,,,Hungary
64180,Eva Kov,F,190,92,Czechoslovakia
64181,Jiina Kov,F,157,60,Czechoslovakia
64182,Klra Kov,F,178,70,Czech Republic
64183,Jnos Krizsn,M,175,72,Hungary
64184,Xnia Krizsn,F,172,63,Hungary
64185,Miran Krmelj,M,,,Yugoslavia
64186,Ivona Krmelov (-Lakomy),F,156,42,Czechoslovakia
64187,David Matthew Dave Krmpotich,M,195,93,United States
64188,Jozef Krn,M,174,66,Slovakia
64189,Mikul Krn,M,182,81,Czechoslovakia
64190,Martin Krvek,M,180,71,Czech Republic
64191,"Antun ""Ante"" Krnevi",M,,,Yugoslavia
64192,Daniel Krnevi,M,,,Yugoslavia
64193,Stipe Krnevi,M,,,Yugoslavia
64194,Sara Krnji,F,193,83,Serbia
64195,Alexander Krckel,M,188,82,Germany
64196,Max Krckel,M,,,Germany
64197,Georg Krder,M,,75,"R.-V. Germania, Leitmeritz"
64198,"Timothy ""Tim"" Kroeker",M,186,87,Canada
64199,Evert Hubertus Kroes,M,187,96,Netherlands
64200,Hans Kroes,M,190,83,Netherlands
64201,Jolanda Kroesen,F,172,73,Netherlands
64202,Alois Krof,M,,,Czechoslovakia
64203,Georg Richard P. Krog,M,183,80,United States
64204,Georg Philip Herzberg Krog,M,,,Norway
64205,Magnus Krog,M,187,,Norway
64206,Gunnar Kroge,M,,,Norway
64207,Mieke Krger,F,181,78,Germany
64208,Thomas Krger,M,190,82,Germany
64209,Erwin Kroggel,M,,,Germany
64210,Andreas Jens Krogh,M,,,Norway
64211,Brge Krogh,M,168,59,Denmark
64212,Gitte Krogh,F,,,Denmark
64213,Otto Theodor Krogh,M,,65,Norwegian Rowing Association
64214,Trine Krogh (-Lefvre-),F,163,52,Norway
64215,Ernst Edvard Krogius,M,,,Heatherbell
64216,Georg Krogmann,M,,,Germany
64217,Werner Herman Otto Krogmann,M,,,Rostock
64218,Karsten Krogner,M,172,67,Denmark
64219,Jrn Christian Krogsgaard,M,162,57,Denmark
64220,Christina Krogshede Nielsen,F,172,64,Denmark
64221,Andr Krogster,M,196,84,Norway
64222,Alfred Krohn,M,,,Germany
64223,Jasmin Annika Krohn,F,173,70,Sweden
64224,Gustav Krojer,M,,,Austria
64225,Oleh Oleksandrovych Kroka,M,180,96,Ukraine
64226,Lyudmila Vasilyevna Krokhina,F,172,85,Soviet Union
64227,Terje Krokstad,M,,,Norway
64228,Sven Olof Krokstrm,M,,,Sweden
64229,Aleksandra Krl,F,172,53,Poland
64230,Leendert Gerhardus Krol,M,185,80,Netherlands
64231,Petr Krol,M,178,100,Czechoslovakia
64232,Wiesaw Stanisaw Krl,M,181,80,Poland
64233,Wadysaw Krl,M,,,Poland
64234,Sonja Krolik-Oberem,F,171,50,Germany
64235,Adam ukasz Krlikiewicz,M,170,65,Poland
64236,Jolanta Hanna Krlikowska,F,162,52,Poland
64237,Sylwester Mieczysaw Krlikowski,M,176,73,Poland
64238,Klaus Krll,M,186,95,Austria
64239,Sylvio Kroll,M,174,68,East Germany
64240,F. Kroly,M,,,Yugoslavia
64241,"Gerardus Johannes ""Peer"" Krom",M,,,Netherlands
64242,Mariam Kromah,F,,,Liberia
64243,Jean Krombach,M,,,Luxembourg
64244,Fritz Krombholz,M,,61,"R.-V. Germania, Leitmeritz"
64245,Otto Krombholz,M,,,Czechoslovakia
64246,"Jeffrey C. ""Jeff"" Kromenhoek",M,186,90,United States Virgin Islands-1
64247,Robert Kromm,M,212,100,Germany
64248,Vasilios Krommydas,M,186,76,Greece
64249,Ranomi Kromowidjojo,F,180,72,Netherlands
64250,Wolfgang Kromp,M,175,83,Austria
64251,Zbynk Krompolc,M,166,50,Czech Republic
64252,Leif Robert Kronberg,M,182,80,Sweden
64253,Petra Kronberger,F,170,62,Austria
64254,Anni Kronbichler,F,176,70,Austria
64255,"Kristin Elizabeth Krone (Rogers-, -Vallant)",F,167,65,United States
64256,tefan Kroner,M,181,75,Romania
64257,Ludwig Kronfu,M,,,Austria
64258,Aloisie Krongeigerov,F,,,Czechoslovakia
64259,Alfred Kronig,M,,,Switzerland
64260,Victor Kronig,M,,,Switzerland
64261,"Annegret ""Anne"" Kroniger (-Boller-, -Wolf)",F,171,60,West Germany
64262,Aristidis Kronis,M,,,Greece
64263,Carl August Verner Kronlund,M,,,Sweden
64264,Andreas Kronthaler,M,179,73,Austria
64265,Hans Niklas Kronwall,M,183,86,Sweden
64266,Karl Erik Krook,M,,,Sweden
64267,Stefan Ewert Herman Krook,M,183,76,Sweden
64268,Sari Kristiina Krooks (-Newcomb),F,161,53,Finland
64269,Evert Gerrit Kroon,M,192,88,Netherlands
64270,Evert Johan Kroon,M,190,75,Netherlands Antilles
64271,Karsten Kroon,M,180,66,Netherlands
64272,"Ronald ""Ron"" Kroon",M,185,63,Netherlands
64273,Kazimierz Kropidowski,M,174,78,Poland
64274,"Stanislav ""Stano"" Kropilk",M,208,91,Czechoslovakia
64275,Antun Kropivek,M,,,Yugoslavia
64276,"Christiaan Michael ""Chris"" Kropman",M,,,Netherlands
64277,Lesaw Kropp,M,163,54,Poland
64278,Klaus Krppelien,M,189,90,East Germany
64279,Bernd Kroschewski,M,189,86,Germany
64280,Gerhard Kroschewski,M,187,87,West Germany
64281,Petros Krosfilit-Omiros (Crossfield),M,,,Greece
64282,Jn Krolk,M,188,77,Slovakia
64283,Georges R. Krotoff,M,,,France
64284,Pavel Vadimovich Krotov,M,168,70,Russia
64285,Emilios Krouazas,M,,,Greece
64286,"Otakar ""Ota"" Kroutil",M,,,Czechoslovakia
64287,Marta Kroutilov (-Pavlisov),F,,,Czechoslovakia
64288,Viktor Alekseyevich Krovopuskov,M,179,76,Soviet Union
64289,Franz Krwerath,M,,,Ludwigshafener Ruder Verein-1
64290,Serge Krowakow,M,194,74,Turkmenistan
64291,Dmitry Kroyter,M,189,73,Israel
64292,Luk Krplek,M,197,105,Czech Republic
64293,Jane Krinar,M,177,73,Yugoslavia
64294,Milo Krko,M,188,72,Slovakia
64295,Nataa Krsmanovi,F,188,73,Serbia
64296,Dobrosav Krsti,M,,,Yugoslavia
64297,Mirjana Krsti,F,173,65,Yugoslavia
64298,Nenad Krsti,M,214,108,Serbia and Montenegro
64299,Vladimir Krsti,M,194,87,Yugoslavia
64300,Mio Krstievi,M,185,78,Yugoslavia
64301,"Dujam ""Duje"" Krstulovi",M,203,,Yugoslavia
64302,Sinphet Kruaithong,M,159,56,Thailand
64303,Sabrina Kruck,F,167,62,Germany
64304,Carl Wilhelm Kruckenberg,M,,,Sweden
64305,Ferenc Krucs,M,172,68,Hungary
64306,ukasz Pawe Kruczek,M,176,59,Poland
64307,Jzef Krudowski,M,,,Poland
64308,Brooke Elizabeth Krueger (-Billett),F,180,118,Australia
64309,Barbara Krug,F,174,65,East Germany
64310,Cassidy Krug,F,163,61,United States
64311,"Johannes ""Han"" Krug",M,,,Netherlands
64312,Heinrich Krug,M,,,Germany
64313,Herbert Krug,M,183,73,West Germany
64314,"John Henry Krug, Jr.",M,,,United States
64315,Raymond Krug,M,172,70,France
64316,"Alfred George ""A. G."" Kruger",M,193,125,United States
64317,"Alexander Eaton ""Alex"" Kruger",M,193,90,Great Britain
64318,Anja Krger,F,183,72,Germany
64319,Arnd Krger,M,188,70,West Germany
64320,Camilla Kruger,F,161,51,Zimbabwe
64321,Carlyn Kruger (-Dodds),F,165,59,Canada
64322,Charles Krger,M,,,Luxembourg
64323,Eduard Krger,M,,,Germany
64324,Eduard Krger,M,,,Germany
64325,Eric Krger,M,175,74,Germany
64326,Frantz Kruger,M,203,130,South Africa
64327,Hannah Krger,F,173,67,Germany
64328,Hans-Jrg Krger,M,205,105,West Germany
64329,Hartmut Krger,M,178,81,East Germany
64330,Jarogniew Krger,M,180,76,Poland
64331,Joannette Kruger,F,179,59,South Africa
64332,Jrgen Krger,M,182,71,East Germany
64333,"Judith ""Jutta"" Krger (-Neumann)",F,172,67,Germany
64334,Karl-Heinz Krger,M,174,65,East Germany
64335,Katrin Krger (-Mietzner),F,183,84,East Germany
64336,"Luise Martha ""Lies"" Krger",F,166,54,Germany
64337,Marcus Viktor Krger,M,182,82,Sweden
64338,Nadia Krger,F,171,69,Switzerland
64339,Stephan Krger,M,187,86,Germany
64340,"Harold Herman ""Stubby"" Kruger",M,179,,United States
64341,Tiffany Kruger,F,178,65,South Africa
64342,Walter Krger,M,190,93,Germany
64343,Nikolay Nikolayevich Kruglov,M,180,72,Russia
64344,Nikolay Konstantinovich Kruglov,M,171,,Soviet Union
64345,Sergey Valeryevich Kruglov,M,,,Unified Team-2
64346,Sergey Andreyevich Kruglov,M,175,72,Russia
64347,Larisa Nikolayevna Kruglova,F,166,63,Russia
64348,Oleksiy Grigorievich Kruhliak,M,175,76,Ukraine
64349,Olena Yevhenivna Kruhlova (-Sydorenko),F,171,60,Soviet Union
64350,Steven Kruijswijk,M,177,64,Netherlands
64351,Marcel Kruijt,M,190,90,Netherlands
64352,Gerrit Kruize,M,197,93,United States
64353,Hans Tjebbe Kruize,M,179,91,Netherlands
64354,Jan Hidde Kruize,M,179,74,Netherlands
64355,"Jan Hendrik ""Roepie"" Kruize",M,,,Netherlands
64356,Ties Kruize,M,180,88,Netherlands
64357,Petro Mykhailovych Kruk,M,187,92,Ukraine
64358,Andrejs Krkli,M,,,Russia
64359,Arnolds Krkli,M,,,Latvia
64360,Andrey Krukov,M,190,86,Kazakhstan
64361,Daniela Yael Krukower,F,175,65,Argentina
64362,Jacek Micha Krukowski,M,178,70,Poland
64363,Marcin Krukowski,M,185,96,Poland
64364,Huiberdina Krul-van der Nolk van Gogh,F,,,Netherlands
64365,"Reinhard ""Felix"" Krull",M,180,71,West Germany
64366,Harald Krll,M,187,82,West Germany
64367,Dita Krmberga,F,180,68,Latvia
64368,Gerda Krmia,F,166,56,Latvia
64369,Jnis Krmi,M,218,141,Soviet Union
64370,Petar Petrov Krumov,M,176,87,Bulgaria
64371,Paul Edward Krumpe,M,180,70,United States
64372,Matev Krumpetar,M,,,Slovenia
64373,Heinrich Krumpfholz,M,,,Austria
64374,"Annerose Krumpholz (-Fiedler, -Knig)",F,164,54,East Germany
64375,"James W. ""J. W."" Krumpholz",M,191,93,United States
64376,"Normand ""Norm"" Krumpschmid",M,180,85,Austria
64377,Emil Karl Robert Krnert,M,,,Germany
64378,Edvinas Krungolcas,M,187,79,Lithuania
64379,Aleksandra Kruni,F,167,53,Serbia
64380,Dawid Krupa,M,181,74,Poland
64381,Krystyna Krupa (Malinowska-),F,176,70,Poland
64382,"Stefania Krupa (-Gawakiewicz, -Koakowska)",F,164,58,Poland
64383,Edin Krupalija,M,190,94,Bosnia and Herzegovina
64384,Tom Krupk,M,186,71,Czech Republic
64385,Simona Krupeckait,F,170,70,Lithuania
64386,Rudolf Edward Krupitzer,M,168,77,United States
64387,Pavel Ivanovich Krupko,M,185,87,Soviet Union
64388,Aleksey Krupnyakov,M,176,96,Kyrgyzstan
64389,Mykola Krupnyk,M,180,80,Ukraine
64390,Uwe Krupp,M,198,110,Germany
64391,Jens Kruppa,M,200,95,Germany
64392,William Kruppinger,M,,,United States
64393,Marek Kru,M,181,70,Poland
